Year;Code;1.a.2 health-expenditure-government-expenditure;2.3.1 agriculture-value-added-per-worker-wdi;3.8.1 healthcare-access-and-quality-index;4.3.1 gross-enrollment-ratio-in-tertiary-education;5.5.1 seats-held-by-women-in-national-parliament;6.4.1 water-productivity;7.2.1 renewables-share-final-energy;7.3.1 energy-intensity-of-economie;8.1.1 gdp-per-capita-worldbank;9.2.2 industry-share-of-total-emplyoment;9.4.1 cco2-intensity;9.5.2 researchers-in-rd-per-million-people;11.6.2 PM25-air-pollution;12.2.2 domestic-material-consumption-per-capita;12.5.1 municipal-waste-recycled;13.2.1 co-emissions-per-capita;15.1.1 forest-area-as-share-of-land-area;16.1.1 intentional-homicides-per-100000-people
2018;FJI;;;;;19.6078431372549;;;;13846.1588353285;;;;;;;2.405174405;61.667214012041605;
2019;FJI;;;;;19.6078431372549;;;;13684.3608160228;;;;;;;2.536105618;62.03284072249589;
2020;FJI;;;;;19.6078431372549;;;;10997.4734903847;;;;;;;;62.39846743295019;
2000;FIN;10.64226155;36528.1328584618;82.0;82.4390716552734;36.5;;31.6654965969553;2.109980753211805;39894.1944569685;27.952;0.333557;6731.88232421875;7.0938787105012;18.67638;676850.0;10.99426503;73.85377730981837;2.8527629298
2001;FIN;11.14390148;37431.6702854496;;84.4305267333984;36.5;;29.2375172618639;2.1104510493022475;40842.3417724243;27.148;0.36148096;7109.79541015625;;27.64718;627910.0;12.02619346;73.78677283495657;2.9997259866
2002;FIN;11.54843051;39328.5269425016;;84.9593505859375;36.5;52.5760199989165;29.5105590872679;2.1838063636927405;41439.019233448;27.176;0.37177024;7428.0126953125;;27.62055;620730.0;12.48029772;73.71976836009476;2.531952473
2003;FIN;11.79420115;39864.0938943124;;87.0768814086914;37.5;;28.3438029391625;2.2573686910510777;42168.6934671901;26.721;0.417573684;8002.6083984375;;29.46414;632040.0;13.9004823;73.65276388523296;1.9704976329
2004;FIN;11.98071317;41731.3732416369;;89.6636123657227;37.5;;31.088813951817;2.1962071149510174;43724.9661225981;26.098;0.376834727;7841.798828125;;29.19189;638700.0;13.15542827;73.58575941037114;2.8232556143
2005;FIN;12.35777624;44018.6846001387;84.5;91.8286437988281;37.5;;31.5133498327009;1.9719860435569896;44786.9096643071;25.806;0.30341967;7544.64794921875;7.14245443556661;29.47451;652000.0;10.84671953;73.51875493550935;2.2628164306
2006;FIN;12.76388961;45503.4661599795;;93.2876815795898;38.0;;31.2432927831562;2.061826343684311;46412.2003478176;25.717;0.350689349;7673.0556640625;;31.98935;676880.0;12.95895831;73.45175046064755;2.2548597913
2007;FIN;12.72822012;48375.9939717109;;93.9779434204102;41.5;39.7219543647833;31.792948371511;1.9306408576290257;48664.265707071;25.745;0.317906205;7373.23974609375;;32.24556;695240.0;12.60103869;73.38474598578574;2.4350001255
2008;FIN;12.70790964;47625.9542411352;;95.074462890625;41.5;;34.7310270994262;1.8413611259668583;48817.989492787;25.342;0.273876724;7692.4423828125;;32.02798;714640.0;11.0189169;73.31774151092392;2.5002575453
2009;FIN;12.28902169;51553.1438845814;;91.8294982910156;40.0;;32.5987315680398;1.895735830028776;44662.100140396;23.811;0.276853292;7648.88134765625;;26.34138;615060.0;10.46880663;73.25073703606212;2.2462378324
2010;FIN;12.07930216;54313.8911753085;87.2;94.119140625;40.0;;33.5820641792945;2.0144353122606025;45874.6613021399;23.285;0.314212995;7717.47509765625;7.19033139641798;25.58437;495000.0;11.94548099;73.18373256120032;2.2177560632
2011;FIN;12.25088429;58794.3595473316;;95.6018371582031;42.5;;35.2579798551138;1.888948773026496;46825.8248388831;23.011;0.273747111;7413.634765625;7.2836997083722;26.87875;592000.0;10.51310798;73.29362990260594;2.0408026959
2012;FIN;12.4167336;58096.8547675436;;93.280632019043;42.5;38.3965788707295;38.8026670058552;1.848295098267457;45952.246383366;22.858;0.243914986;7460.1025390625;6.60113358101104;25.14218;589000.0;9.459306925;73.40352724401158;1.6251847493
2013;FIN;12.32317814;64031.78224513;;91.065788269043;42.5;;38.4797058653809;1.8234480367078372;45328.5753218041;22.847;0.251218248;7187.92626953125;6.27868919797288;26.10829;510410.0;9.514792977;73.51342458541723;1.6363350214
2014;FIN;12.35047449;61367.5172922981;;88.6715469360352;42.5;;41.2352406498046;1.8614794062791256;44976.7764487708;21.903;0.230163589;6985.9443359375;6.46863986777595;25.55072;474330.0;8.724384362;73.62332192682284;1.6113055054
2015;FIN;;62112.3503344838;89.6;;41.5;;43.2352625898503;1.7682470902928518;45072.5902146238;21.988;0.212085163;;6.06383435276828;24.68291;770310.0;8.04847911;73.73321926822848;1.4960424205
2016;FIN;;69759.4352620695;;;41.5;;;;46206.7878130494;22.062;0.223827242;;5.89375748255611;24.69299;;8.589950527;73.73321926822848;1.3460139978
2017;FIN;;70994.8855076169;;;42.0;40.4403619795193;;;47570.133583848;22.026;;;5.86133100081928;24.70778;;8.106162765;73.73321926822848;1.251956863
2018;FIN;;;;;42.0;;;;48130.2923921114;;;;;;;8.301529785;73.73321926822848;1.6296716121
2019;FIN;;;;;47.0;;;;48689.2341509211;;;;;;;7.529393167;73.73321926822848;
2020;FIN;;;;;46.0;;;;47260.800458441;;;;;;;;73.73321926822848;
2000;FRA;15.17648318;39213.2450491452;80.3;54.4287605285645;10.9185441941075;;9.25600013717668;1.3831147118169096;39732.2824515749;26.297;0.215681822;2897.42651367188;14.7230179488876;14.97705;4045000.0;7.05356123;27.92038089185236;1.7809003839
2001;FRA;15.32497093;37935.638127281;;54.3713607788086;10.9185441941075;;9.39522090942021;1.4030319830797051;40226.6270677305;26.055;0.209377159;2970.46240234375;;14.45024;4410000.0;7.086893591;28.126934730082898;1.7630974311
2002;FRA;15.56767063;39036.9422986278;;53.379508972168;12.1317157712305;74.3907426666326;8.66875552749496;1.3908803853535932;40388.6256508389;25.417;0.202847953;3103.08056640625;;14.52032;4715000.0;6.953468956;28.333488568313435;1.871130009
2003;FRA;15.39818209;31373.6712171898;;54.8166618347168;12.1951219512195;;8.84755441914201;1.4043420945817493;40433.4900386568;24.142;0.21563327;3188.46215820313;;13.93602;4725000.0;7.014559002;28.54004240654397;1.6381310163
2004;FRA;15.62413733;41779.8761602373;;55.2183609008789;12.1951219512195;;8.88771189269145;1.3862908962984883;41272.6323754944;24.331;0.209718114;3325.36450195313;;14.54403;4970000.0;6.979317127;28.74659624477452;1.631026352
2005;FRA;15.6327997;41301.2044399113;84.2;55.4388084411621;12.1951219512195;;8.59691215698915;1.3700201641580767;41643.9888864457;23.775;0.202265015;3306.68139648438;14.7045060926341;14.2267;5365000.0;6.982643685;28.95315008300506;1.5968552945
2006;FRA;15.57000193;40082.8455154112;;55.4760894775391;12.1951219512195;;8.46011282921616;1.3166970031979126;42367.5698646841;23.793;0.1917068;3418.13208007813;;14.32703;5661000.0;6.763298964;29.1597039212356;1.4290609278
2007;FRA;15.54421349;42255.79797065;;54.8225402832031;18.1975736568458;85.8922903343193;9.32132831522475;1.2716500050581958;43127.2128556843;23.316;0.176940782;3580.19482421875;;14.6202;5964000.0;6.549231295;29.36625775946614;1.6049981809
2008;FRA;15.41661045;54905.9045143359;;54.5199089050293;18.1975736568458;;10.4732303588833;1.27475156055193;42996.2097818165;23.196;0.172923944;3653.9921875;;14.37321;5972000.0;6.393368677;29.57281159769668;1.6412361598
2009;FRA;15.40933898;55092.4903855511;;54.9387092590332;18.8908145580589;;11.2220062136121;1.2568475414732538;41546.4905796298;22.668;0.167368032;3741.42211914063;;13.17539;6004000.0;6.101388053;29.779365435927215;1.3095015143
2010;FRA;15.37649652;53565.1497912882;85.7;57.1270790100098;18.8908145580589;;11.8458733047694;1.2714491695690082;42147.6716766942;22.211;0.16711857;3867.99291992188;14.845621265224;12.80809;6143000.0;6.192529723;29.98591927415776;1.2659126694
2011;FRA;15.6138175;55603.8838262611;;58.0249786376953;18.8908145580589;;10.9136904355435;1.198690678254242;42864.0189689606;22.133;0.15167527;3939.51147460938;14.8780192641266;13.07217;7220000.0;5.733825172;30.1382321840466;1.3539541606
2012;FRA;15.53038182;50566.5408737915;;59.9876289367676;26.8630849220104;96.533173163187;12.372958762063;1.1990546160088866;42790.6328838388;21.73;0.150958124;4073.40576171875;13.8347537060109;12.62467;7217000.0;5.723508244;30.290545093935428;1.2333982084
2013;FRA;15.62424977;47136.4630632565;;62.1468696594238;26.8630849220104;;13.4773744348411;1.1973624952155189;42816.2714819044;21.257;0.146332488;4169.84814453125;13.594308697458;12.49024;7320000.0;5.725595831;30.442858003824263;1.2160857437
2014;FRA;15.68728706;58700.0682018471;;64.3904724121094;26.1698440207972;;13.3470246384899;1.1338961614920955;43021.3946358903;20.696;0.131985038;4201.05517578125;12.2897030738557;12.33432;7436000.0;5.201765663;30.59517091371309;1.2337688132
2015;FRA;;61164.0786252145;87.9;;26.1698440207972;;13.4992623166677;1.1394047168486523;43345.7864281559;20.674;0.132226826;;12.7457079788417;12.22562;7433000.0;5.251899431;30.74748382360193;1.5701316524
2016;FRA;;52472.2110820301;;;26.1698440207972;;;;43705.1475593257;20.57;0.131163714;;11.8551842173916;12.08459;;5.273483887;30.899796733490764;1.3515270942
2017;FRA;;54798.939824369;;;38.9948006932409;108.798053682567;;;44577.0645745394;20.471;;;11.8149636162893;11.9458;;5.334750906;31.052109643379595;1.27077123
2018;FRA;;;;;39.5833333333333;;;;45251.9054105957;;;;;;;5.104175132;31.20442255326843;1.1986365025
2019;FRA;;;;;39.6880415944541;;;;45834.1669122703;;;;;;;4.970783648;31.35673546315726;
2020;FRA;;;;;39.5147313691508;;;;42025.6173730617;;;;;;;;31.50904837304609;
2000;GAB;5.30079123;4527.83173009876;41.8;;9.16666666666667;;72.7791082875816;0.7812483047160134;16567.2456051163;11.974;0.359761191;;42.5891711549607;5.38958;;3.802825733;91.97811153801374;
2001;GAB;4.61975763;4530.27224565278;;8.1262903213501;9.16666666666667;;72.4204618316101;0.8211091791004568;16522.1973634649;12.879;0.413183259;;;6.08797;;3.79409539;91.95847789808673;
2002;GAB;5.05201798;4198.74763269431;;;9.2436974789916;99.5752616095504;79.8114340225778;0.9936776408323128;16093.405140168;13.074;0.363684636;;;5.26389;;3.527938665;91.93884425815966;
2003;GAB;7.02399665;4131.70028793191;;8.43540000915527;9.2436974789916;;83.6267997073094;1.1425213662453897;16060.6875826795;13.302;0.332285102;;;7.48714;;3.494832576;91.9192106182326;
2004;GAB;7.07678983;3941.58680266272;;;9.2436974789916;;85.77170892682;1.3168701671898633;15767.1793679395;13.658;0.274971149;;;7.68889;;3.439256278;91.8995769783056;
2005;GAB;5.2421127;3965.6838580345;44.1;;9.2436974789916;;85.2401815193045;1.4641748763847475;15761.1484780064;14.087;0.21134746;;39.9783531174426;6.14263;;3.492344357;91.87994333837857;
2006;GAB;5.56674501;4190.48965602843;;;12.5;;86.1520426003131;1.7090423484335435;14894.693568942;16.787;0.188154765;;;7.24852;;2.896795804;91.86030969845152;
2007;GAB;6.53473221;4381.3869776319;;;16.6666666666667;99.6564108168389;87.3452350415915;1.801605459912479;15334.7235424854;17.02;0.175967131;;;6.16002;;2.776196877;91.84067605852448;
2008;GAB;5.68564619;3841.20453897819;;;16.6666666666667;;87.3766178082707;2.047628691835237;14378.492978127;17.007;0.152318531;;;6.2475;;2.739985517;91.8210424185974;
2009;GAB;6.85052085;3443.06504374887;;;14.6551724137931;;88.0957535791128;2.2371457456042707;13934.8565686915;17.094;0.247734862;;;5.90742;;2.697794774;91.80140877867038;
2010;GAB;10.65750424;3219.73409620289;48.4;;14.6551724137931;;85.8833735373094;2.346650412225189;14415.4459113912;17.511;0.269887841;;40.2775785598294;5.79261;;2.944769704;91.78177513874334;
2011;GAB;7.77798827;3166.12225131575;;;14.1666666666667;;79.7685984325719;1.7645108330084012;14883.4942581406;18.521;0.190624422;;41.130283746481;6.14033;;2.926399407;91.7356618931191;
2012;GAB;8.23641676;3210.77389544251;;;15.7894736842105;116.463688912231;75.514306372015;1.485622649618044;15082.6565608753;18.679;0.213444208;;40.8140906044353;5.9127;;2.876169143;91.68954864749486;
2013;GAB;10.05956155;3242.31887538514;;;15.7894736842105;;82.2276146835431;2.05326544899727;15342.1813095484;19.029;0.217701726;;40.7256625207587;6.30731;;2.899671987;91.6434354018706;
2014;GAB;7.38011364;3420.279831747;;;15.0;;81.3516096870383;1.859969663827327;15437.2650293528;18.91;0.225953925;;41.3195696865853;6.14797;;2.819707006;91.59732215624636;
2015;GAB;;3587.77701288191;51.4;;14.1666666666667;;82.0078436860573;1.815661721713896;15510.0389513624;19.124;0.215055226;;44.095901169287;6.04424;;2.694491273;91.55120891062212;
2016;GAB;;3874.42392576124;;;14.1666666666667;;;;15359.7403963666;19.094;0.212560873;;43.7206529110118;6.00507;;2.638679283;91.5051034268638;
2017;GAB;;4141.88465145078;;;17.0940170940171;136.749170781844;;;15006.8440374987;19.054;;;44.3855484644179;5.98025;;2.321015496;91.45899794310552;
2018;GAB;;;;;;;;;14744.4343267491;;;;;;;2.26669042;91.41289245934723;
2019;GAB;;;;;17.910447761194;;;;14950.0770784889;;;;;;;2.165179475;91.36678697558894;
2020;GAB;;;;;14.7887323943662;;;;14399.8688094117;;;;;;;;91.32068149183064;
2000;GMB;10.37205159;1645.13854431976;43.3;;2.04081632653061;;63.1344855554064;1.3010039675786411;2270.48649520816;7.03;0.111758013;;34.6008804779868;2.01314;;0.208497724;35.309288537549406;
2001;GMB;8.22562783;1742.96501686404;;;2.04081632653061;;59.6400784255343;1.2585143889272334;2327.35435866192;7.534;0.119492599;;;1.94494;;0.220917647;34.74278656126482;
2002;GMB;8.66303012;1363.53718929647;;;5.66037735849057;11.8299765611098;60.6791529008123;1.3815842214463014;2180.85250445442;7.894;0.126403783;;;2.73786;;0.213994302;34.17628458498024;
2003;GMB;12.87075052;1568.68515695343;;;13.2075471698113;;60.4748380941152;1.30338239868991;2257.27783498198;8.224;0.112007404;;;3.23067;;0.207205517;33.609782608695646;
2004;GMB;11.65616319;1606.62647727401;;1.15156996250153;13.2075471698113;;59.8458575203841;1.2343648089315655;2341.17318281022;8.941;0.100903412;;;3.31669;;0.215385438;33.04328063241107;
2005;GMB;13.04760814;1491.3356579286;45.6;;13.2075471698113;;60.0376414417091;1.2563413869726334;2216.18606202049;9.458;0.102859536;;30.2836689642418;3.00376;;0.211202073;32.476778656126484;
2006;GMB;14.16588453;1304.42016814955;;;13.2075471698113;;59.2738214977432;1.2744896975431954;2137.81852872171;9.985;0.116567598;;;2.82469;;0.221083595;31.9102766798419;
2007;GMB;18.60343979;1274.28561134408;;;9.43396226415094;12.6545410831574;56.7311878031624;1.350437707571002;2137.85713262186;10.229;0.115212957;;;2.49059;;0.214478049;31.343774703557315;
2008;GMB;18.55989873;1495.97779086194;;;9.43396226415094;;55.74622258501;1.301512558344747;2205.11439160073;10.559;0.120477962;97.6840133666992;;2.90267;;0.216933097;30.777272727272724;
2009;GMB;14.7044574;1615.48888111976;;;7.54716981132075;;53.4038589204825;1.30432856982136;2283.18617983918;11.104;0.123651751;109.219673156738;;3.42817;;0.218997701;30.210770750988143;
2010;GMB;14.54806029;1719.2165459518;47.7;2.17297005653381;7.54716981132075;;54.7051488341729;1.226288486135882;2346.72047883159;11.722;0.133164551;;30.2012634082663;3.32645;;0.241133296;29.64426877470356;
2011;GMB;14.48222372;1106.50475863405;;3.41641998291016;7.54716981132075;;54.1578659243507;1.3064930479604997;2091.82876600813;12.687;0.148959868;33.5029602050781;29.2649222274802;2.47606;;0.241887446;29.077865612648218;
2012;GMB;12.38943206;1239.02951191296;;3.1042799949646;7.54716981132075;14.6863352927005;54.218386677516;1.2549788295240605;2135.74423789688;13.912;0.138642184;;30.7290647814231;2.67252;;0.238496588;28.511462450592884;
2013;GMB;15.31002479;1207.2148144412;;;7.54716981132075;;56.6422268643071;1.185906335269265;2131.43602743993;13.557;0.12546889;;29.8046727294135;2.61781;;0.220138493;27.945059288537557;
2014;GMB;15.31002479;1138.01034647755;;;9.43396226415094;;51.9307947614502;1.2833552549829494;2038.8025175488;13.827;0.140102244;;30.6218953906045;2.47036;;0.253438735;27.378656126482216;
2015;GMB;;1154.61277266261;49.7;;9.43396226415094;;51.5088624939659;1.2494679310163537;2058.65814621739;13.734;0.136671341;;36.305380815934;2.48688;;0.251175455;26.812252964426875;
2016;GMB;;1173.41173984646;;;9.43396226415094;;;;2036.87715930988;14.039;0.1355479;;32.6153020789616;2.50371;;0.247221964;26.245652173913044;
2017;GMB;;1169.68745136478;;;10.3448275862069;16.5633417823975;;;2072.64683284207;14.35;;;33.9826385538147;2.51823;;0.24161879;25.67905138339921;
2018;GMB;;;;;10.3448275862069;;;;2158.07755816639;;;;;;;0.247035088;25.112450592885377;
2019;GMB;;;;;10.3448275862069;;;;2222.87959013357;;;;;;;0.249451874;24.545849802371546;
2020;GMB;;;;;8.62068965517241;;;;2159.44190927585;;;;;;;;23.979249011857707;
2000;GEO;6.91480174;;60.9;37.7990188598633;7.23404255319149;;47.2542795321254;2.310984496102406;4919.23187995616;9.8;0.272572421;;25.2738010285681;2.80676;;1.031501376;39.726579363937255;5.4789068962
2001;GEO;7.77650445;;;38.9186210632324;7.23404255319149;;53.1458218233118;1.9754204460090452;5236.22280631371;9.4;0.21543234;;;3.06276;;0.868918315;39.81551302345662;6.1205762837
2002;GEO;7.77349921;;;41.2557487487793;7.23404255319149;3.92755923593624;56.7580011146701;1.8536145243321973;5572.62200637586;8.216;0.181746169;;;3.29879;;0.786894576;39.90444668297597;6.8567569465
2003;GEO;7.06300184;;;42.7491493225098;7.23404255319149;;55.3320074971947;1.7749085809090928;6230.82190884126;8.417;0.179045797;;;3.5682;;0.881223638;39.99338034249532;7.1244394222
2004;GEO;5.59784136;;;42.1542282104492;9.36170212765957;;54.5306539461629;1.723316603561566;6632.81426469502;8.909;0.188776209;;;3.75898;;1.011887837;40.08231400201468;7.0519008067
2005;GEO;6.15010483;;60.7;46.5281791687012;9.36170212765957;;41.4816119866884;1.6063201360262087;7315.19848048057;9.209;0.199974347;;25.6272840228898;4.0885;;1.191686223;40.17124766153403;9.5720873183
2006;GEO;5.87598714;;;37.9602317810059;9.36170212765957;;37.2176488904349;1.5672590329466125;8049.90605481459;9.091;0.206909843;;;3.78661;;1.454923389;40.26018132105339;7.7093420518
2007;GEO;4.25590968;960.1348565073;;36.9321098327637;9.36170212765957;6.41739808563131;36.2244480135213;1.5376246322835023;9109.89774086377;10.479;0.188534121;;;4.07533;;1.527424046;40.34911498057275;7.9196325291
2008;GEO;4.77994782;1019.58369679151;;34.2752113342285;6.0;;36.3021637417539;1.3513787294817687;9358.61458957779;10.214;0.147696742;;;4.26026;;1.281254164;40.4380486400921;6.3485963567
2009;GEO;6.07107715;1028.41412669404;;25.5507297515869;5.10948905109489;;36.7204061141406;1.4469247772217264;9097.42124780979;9.92;0.160756083;;;4.99371;;1.48941612;40.526982299611454;5.0977184069
2010;GEO;6.55262795;1006.3324326284;60.8;28.9216804504395;6.52173913043478;;39.1485729934275;1.3735493122529348;9736.73209374292;10.361;0.152640471;;26.1012377277651;4.92176;;1.514782142;40.61591595913081;4.561981471
2011;GEO;5.34094183;1090.27255820876;;31.1788291931152;6.56934306569343;;31.5376606536178;1.4542106223601812;10541.4719031056;10.652;0.176796917;;26.7836033193883;4.92321;;1.912212448;40.61591595913081;
2012;GEO;3.81764393;1097.91998646586;;29.2094192504883;12.0;7.67252842441882;28.6926232666341;1.4295508787178215;11295.7540913053;10.971;0.180524931;;25.0028492847035;5.13753;;2.030282972;40.61591595913081;
2013;GEO;4.22120686;1211.05743655351;;34.7521286010742;12.0;;34.9792335924453;1.4543075095281714;11740.0891163337;10.674;0.170006374;561.634399414063;23.9102035299856;5.67784;;1.977957273;40.61591595913081;
2014;GEO;5.00484907;1241.12323643837;;39.1786689758301;12.0;;31.8929763399434;1.5657102781653265;12254.6456549529;11.04;0.179947561;585.410705566406;22.9667074181246;6.11534;;2.177730855;40.61591595913081;2.6763743058
2015;GEO;;1322.15349136245;62.1;;11.3333333333333;;28.662538805976;1.6055945953335544;12605.1400698178;11.364;0.190837552;;24.2526462710274;6.31485;;2.382886928;40.61591595913081;
2016;GEO;;1355.80318651102;;;16.0;;;;12963.7439586374;11.346;0.19189308;;21.8296361844605;6.5505;;2.467046824;40.61591595913081;0.97124685932
2017;GEO;;1329.7710314512;;;16.0;9.22851969940806;;;13589.7073915159;11.243;;;22.1960546181194;6.76727;;2.452460215;40.61591595913081;
2018;GEO;;;;;16.0;;;;14253.4089858441;;;;;;;2.463695478;40.61591595913081;2.2233624935
2019;GEO;;;;;14.7651006711409;;;;14989.2581602038;;;;;;;2.57359945;40.61591595913081;
2020;GEO;;;;;20.6666666666667;;;;14089.3023335327;;;;;;;;40.61591595913081;
2000;DEU;17.87481338;23328.649220912;80.6;;30.9417040358744;;3.70043759040219;1.2875827750704072;42864.9328892862;33.531;0.322501863;3148.80126953125;14.9039348791091;16.03511;20143950.0;11.05367499;32.49849729513124;1.2469152208
2001;DEU;17.12662282;22549.5340378788;;;31.0810810810811;;3.89967279049467;1.304100184740241;43512.43267398;32.781;0.322664132;3231.71752929688;;15.29062;19631950.0;11.25010601;32.51423991756591;1.1356117609
2002;DEU;17.31038115;23576.5970960661;;;32.1724709784411;85.6345866914874;4.41263678738536;1.27483191169158;43353.3388942422;32.367;0.314622746;3253.51977539063;;14.66107;22015000.0;11.03600973;32.529982540000574;1.1712743578
2003;DEU;17.33614684;24986.6185354067;;;32.1724709784411;;5.05846742452957;1.2771850996626153;43025.9877312919;31.381;0.312800835;3297.09106445313;;14.30513;21425000.0;11.03813568;32.54572516243524;1.0525107153
2004;DEU;17.10100136;34684.6610267118;;;32.75;;5.82524443326874;1.2713763487135157;43541.0326202312;31.257;0.299650667;3318.869140625;;14.62938;19587000.0;10.86355699;32.561467784869905;1.0631200069
2005;DEU;17.33049608;24519.4540805539;83.2;;31.7589576547231;;6.76455100872253;1.253186002071219;43884.5352789987;29.84;0.282211254;3349.64575195313;14.5352084430106;13.92152;20734000.0;10.61711639;32.57721040730458;1.0649152353
2006;DEU;17.58202104;23693.5191806256;;;31.5960912052117;;7.75322465619858;1.2420088965082667;45610.7818923168;29.652;0.275234292;3452.2099609375;;14.40186;21195000.0;10.77667654;32.59295302973925;0.99174890685
2007;DEU;18.05930495;29129.074157312;;;31.6476345840131;106.139205711464;9.40658790331653;1.1386652654025111;47031.2137894261;29.896;0.252635996;3597.23876953125;;15.32616;22555000.0;10.47495392;32.608695652173914;0.93137322209
2008;DEU;18.13454838;43720.9552917863;;;32.1895424836601;;8.59224825671174;1.138724988066684;47573.0273603862;29.668;0.252125762;3751.78149414063;;15.23914;22752000.0;10.54333918;32.62443827460858;0.89063505993
2009;DEU;18.30717945;44922.4777795855;;;32.7974276527331;;9.63006156970857;1.130028227789598;44978.1198711897;28.871;0.244642637;3940.73583984375;;14.55075;22204000.0;9.767561397;32.640180897043244;0.99258391484
2010;DEU;18.14760105;34356.7549076559;84.9;;32.7974276527331;;10.2935196369107;1.1431496803724766;46929.9934093156;28.357;0.247083007;4077.76708984375;15.1894949596923;14.58947;22476000.0;10.30187604;32.65592351947792;0.981107786
2011;DEU;18.5811272;30702.9234565193;;;32.9032258064516;;11.3943559060623;1.0480665920183778;49684.6130740715;28.343;0.229950838;4211.25439453125;14.6642284358983;15.20809;23135000.0;10.01072215;32.66164810945416;0.9127379369
2012;DEU;18.81069824;31849.344619648;;;32.9032258064516;127.128921775231;12.0151357257952;1.047726036669134;49798.9676727479;28.272;0.230564624;4379.0751953125;13.5776422635013;14.83666;23596000.0;10.05141369;32.6673726994304;0.81385525966
2013;DEU;19.25261037;35732.7400623617;;61.0564193725586;36.4500792393027;;12.0890787546162;1.064377511816406;49880.5735214304;27.827;0.227757885;4399.67236328125;13.1919194625204;14.70677;23091000.0;10.2411644;32.67309728940664;0.84016663732
2014;DEU;19.64679604;31581.7744401208;;65.4738006591797;36.4500792393027;;13.3788782316752;1.0112228711724778;50770.6134878236;28.053;0.209704993;4380.5625;12.751220573963;14.80997;24302000.0;9.732165427;32.678821879382895;0.87906291893
2015;DEU;;37052.8173011558;86.4;;36.4500792393027;;14.2062526977772;1.0008602882164237;51083.9216615196;27.835;0.206705548;;12.8260975790022;14.82831;24414000.0;9.730352733;32.684546469359134;0.83386916356
2016;DEU;;38593.3339254859;;;36.4500792393027;;;;51803.2354226767;27.686;0.204211808;;11.9378111237007;14.74882;;9.739278877;32.684546469359134;1.1716216448
2017;DEU;;38506.4535142553;;;30.7475317348378;158.469741731349;;;52952.8750212389;27.453;;;12.028767360745;14.67891;;9.51698022;32.684546469359134;0.98356599145
2018;DEU;;;;;30.7475317348378;;;;53463.4014817389;;;;;;;9.087175088;32.684546469359134;0.9479766191
2019;DEU;;;;;30.8885754583921;;;;53639.26072156;;;;;;;8.404936815;32.684546469359134;
2020;DEU;;;;;31.1706629055007;;;;50922.3580234484;;;;;;;;32.684546469359134;
2000;GHA;7.84956549;;40.3;;;;71.6167558786761;1.7061195910763145;2734.80676341488;15.068;0.138733927;;35.0372225856488;5.46851;;0.316434774;38.888151533796254;
2001;GHA;9.3357493;;;;9.0;;69.3149097650637;1.651026838989723;2775.37498857643;14.685;0.163483454;;;5.27746;;0.34076793;38.49012041838797;2.1916361596
2002;GHA;8.45066667;;;;9.0;19.2650259912415;65.6753270709087;1.570384845111249;2830.15420948139;14.223;0.168334678;;;5.45873;;0.357180628;38.0920893029797;1.9806013679
2003;GHA;8.33336508;;;;9.0;;64.4676419414485;1.41244267353281;2905.01641475462;13.839;0.167054944;;;5.28711;;0.358423373;37.69405818757141;2.1011736308
2004;GHA;12.58204988;;;;10.8695652173913;;62.3734397534842;1.3367557629735187;2992.41646351466;13.551;0.145695558;;;5.59027;;0.336222076;37.296027072163135;2.1248262061
2005;GHA;15.07607425;;44.2;5.70682001113892;10.8695652173913;;61.4259076787459;1.2512302810122296;3090.18743847289;13.229;0.133751192;;26.8066724210258;5.98903;;0.311868943;36.89799595675486;1.8015417897
2006;GHA;13.98460999;1751.25372627147;;5.12073993682861;10.8695652173913;;58.558375825741;1.252839073997527;3205.03311283034;13.614;0.183820848;;;6.17577;;0.409313598;36.499964841346575;1.8410069736
2007;GHA;16.15749752;1706.62806048114;;6.35154008865356;10.8695652173913;22.2509712996258;54.5282009817115;1.2007466939216174;3259.16990307303;13.027;0.180797395;17.4138507843018;;5.90042;;0.418886126;36.101933725938295;1.7375062631
2008;GHA;13.14973119;1803.71959390939;;8.42673015594482;7.89473684210526;;55.8624316475004;1.1001590351987602;3466.81399090962;12.942;0.150815086;;;5.9167;;0.378793117;35.703902610530015;1.8248305284
2009;GHA;16.44812389;1894.17188642852;;8.79094982147217;8.26086956521739;;49.9081593962873;1.1364362201362987;3543.46757579225;12.762;0.129174379;;;5.926;;0.310198502;35.305871495121735;1.7665839516
2010;GHA;14.92779308;2011.61375792224;47.3;;8.26086956521739;;49.7787862567583;1.1486817985932871;3729.47590321705;13.147;0.15494963;38.6795883178711;27.3682835909304;6.25781;;0.391878087;34.907840379713456;1.7030128072
2011;GHA;14.02724033;1981.09210366091;;12.078200340271;8.26086956521739;;48.0110966639598;1.0751415279962844;4151.48142162162;14.131;0.143081964;;28.2116989719105;6.56311;;0.442188081;34.85291377340248;1.6661603194
2012;GHA;9.31846833;1884.53521312345;;12.1824102401733;;30.5073216906718;44.4836843800779;1.064657171601442;4431.0237345026;14.346;0.158717017;;28.8974272304497;6.60871;;0.550714725;34.7979871670915;2.1541399454
2013;GHA;10.5809681;1800.27712746266;;14.3049898147583;10.9090909090909;;44.0429647124435;1.037983451708658;4645.8184097683;14.4;0.156154813;;27.8153400599867;6.52006;;0.532914311;34.74306056078052;2.0708337128
